-24.55886,-4.10596,0
-17.57866,5.50922,0
-14.37499,7.27083,0
-17.85647,-12.06793,0
-25.84383,-4.27211,0
-27.25187,9.67244,0
-18.40082,-0.38998,0
-22.33893,2.70068,0
-24.84015,-2.59822,0
-17.9608,3.40186,0
-22.53924,-2.45839,0
-20.20167,2.93449,0
-17.78894,-14.55196,0
-22.68652,1.20901,0
-23.00194,-7.94111,0
-17.21393,-10.00475,0
-26.17307,-10.04179,0
-29.22957,-19.3974,0
-29.78869,-14.57834,0
-20.35633,-16.99639,0
-10.64927,0.31113,0
-29.32713,13.76954,0
-10.15018,-1.97479,0
-27.61701,-4.88573,0
-16.16181,-0.29062,0
-16.28522,-3.45179,0
-15.1231,-11.11374,0
-20.88251,8.98197,0
-16.12956,0.27138,0
-28.76848,16.70723,0
-23.66669,-15.36107,0
-23.89267,-3.09926,0
-24.51349,-16.74669,0
-29.41503,18.93687,0
-23.44547,17.50896,0
-19.72068,4.00296,0
-19.11612,-5.41702,0
-20.22791,-16.31058,0
-21.49745,-5.19263,0
-25.41653,-16.15805,0
-18.8201,9.4808,0
-29.53294,-0.78661,0
-16.40221,-3.3468,0
-28.04116,-7.37487,0
-25.67956,10.307,0
-17.81758,10.89758,0
-27.24113,10.7624,0
-15.83065,-13.13112,0
-25.71177,2.74082,0
-19.94504,-11.30065,0
-14.96416,10.49691,0
-21.43222,0.06342,0
-11.5877,-6.17034,0
-18.20283,9.08054,0
-20.26707,17.24366,0
-29.6343,-11.51851,0
-13.45196,5.18167,0
-22.92623,-18.07912,0
-17.81629,0.93029,0
-22.69195,-9.47251,0
-29.93114,5.80177,0
-27.98411,17.48902,0
-27.82477,-1.13935,0
-26.24151,-19.06148,0
-29.75719,0.71678,0
-17.88082,-4.91835,0
-25.0573,2.92683,0
-24.15423,-12.63866,0
-25.71206,15.16777,0
-20.94496,-14.60046,0
-25.87236,3.47925,0
-25.60307,16.91114,0
-22.93975,-6.14564,0
-21.53504,-13.78827,0
-28.61439,-9.68008,0
-28.3267,5.93766,0
-16.92134,6.17217,0
-27.16019,-5.93975,0
-28.85351,19.4594,0
-26.15328,-2.05603,0
-27.12126,15.21523,0
-13.35683,7.73028,0
-16.28278,6.2522,0
-23.3358,-6.20041,0
-29.90461,-10.77374,0
-26.92102,-7.67168,0
-17.33116,6.16108,0
-23.2789,17.58069,0
-26.6674,11.6312,0
-20.09126,-4.72605,0
-13.6993,-0.10576,0
-24.16926,1.50616,0
-22.88233,0.12155,0
-26.85356,14.16534,0
-28.59405,2.38441,0
-27.75697,-10.0413,0
-13.90592,7.09526,0
-27.80484,19.6288,0
-17.56204,10.58586,0
-17.18562,-12.94491,0
-22.21883,8.40735,0
-21.05831,-2.53832,0
-25.63716,-15.80945,0
-23.81937,-17.1674,0
-19.18781,12.89019,0
-25.16947,-2.05309,0
-29.41469,14.2394,0
-27.24459,14.81177,0
-24.61457,-5.47956,0
-29.48043,5.15041,0
-25.95694,-10.98824,0
-20.34463,-2.40804,0
-26.67716,5.61818,0
-21.32485,-16.46558,0
-12.50225,-3.30594,0
-24.04777,-13.00435,0
-29.43716,-16.50384,0
-27.14406,-5.06889,0
-24.04643,14.88221,0
-21.01379,-11.43311,0
-19.65953,9.04671,0
-20.89643,10.84369,0
-17.68806,-6.72957,0
-28.79549,-12.71126,0
-23.1779,-17.23537,0
-25.39737,-2.66787,0
-25.76281,-2.80508,0
-24.66736,5.83368,0
-29.24552,12.29527,0
-18.6183,-15.2417,0
-17.39756,12.1651,0
-26.68087,7.72089,0
-26.75561,-16.59274,0
-17.17207,-13.12492,0
-20.30086,-11.85376,0
-27.303,17.03221,0
-25.13698,-0.08602,0
-26.09287,-7.52506,0
-26.42742,-12.84401,0
-16.97096,-10.70017,0
-18.97107,8.03915,0
-11.64337,-7.08345,0
-28.9346,16.93026,0
-28.37428,-13.5331,0
-25.12715,-6.16117,0
-21.09235,11.47141,0
-19.15092,12.67311,0
-14.78554,-10.05557,0
-21.02309,16.03801,0
-27.98032,-17.57775,0
-20.93449,13.22398,0
-13.56859,9.51367,0
-25.68261,-7.04073,0
-23.12464,7.22353,0
-14.53992,11.79786,0
-19.01132,15.25504,0
-29.04434,6.66546,0
-19.72568,13.45531,0
-28.35631,14.21277,0
-28.76354,9.75195,0
-14.22003,1.47064,0
-14.20539,11.51035,0
-29.33613,-17.22251,0
-22.0367,2.66188,0
-18.64332,11.72629,0
-26.78208,11.08273,0
-25.2327,-15.09425,0
-29.57837,0.76304,0
-27.72989,-13.57982,0
-26.8467,12.61623,0
-23.32952,-12.11365,0
-25.0682,-5.62796,0
-13.01353,-2.55373,0
-24.75058,12.33172,0
-17.54842,-1.89097,0
-17.26097,15.26073,0
-28.34177,17.25262,0
-21.53605,-8.58788,0
-28.31532,-14.73224,0
-28.73492,-4.00197,0
-11.19824,-1.52747,0
-26.91568,11.98493,0
-22.75168,-8.59181,0
-23.3778,-17.88084,0
-15.80116,-7.9724,0
-23.87993,-2.3368,0
-10.74819,2.3335,0
-28.50436,-1.62439,0
-13.57008,10.79282,0
-27.64526,-16.43445,0
-27.38467,-9.1194,0
-27.87593,6.40789,0
-24.47218,-14.91357,0
-11.49793,-3.81462,0
-25.7508,-16.18042,0
-16.90406,10.37967,0
-19.96374,-7.69961,0
-22.05473,-3.47103,0
-18.95152,8.26204,0
-22.6514,-11.40678,0
-24.17409,-12.2572,0
-27.55835,12.95534,0
-13.53583,-2.26295,0
-15.85138,5.62838,0
-25.6564,12.97,0
-25.20888,-17.43388,0
-29.18439,-7.9918,0
-28.91487,-7.61953,0
-22.81118,-13.8616,0
-23.23385,-9.67704,0
-16.45598,11.34747,0
-22.17277,-8.63936,0
-12.41176,8.09915,0
